4.000000000000000000e+00,4.053977494336171149e-05
5.000000000000000000e+00,4.240630368109003383e-05
6.000000000000000000e+00,4.482257062576318574e-05
7.000000000000000000e+00,4.742522435278532638e-05
8.000000000000000000e+00,5.009410546679234815e-05
9.000000000000000000e+00,5.278357082007316100e-05
1.000000000000000000e+01,5.547592649625317793e-05
1.100000000000000000e+01,5.816532163752434291e-05
1.200000000000000000e+01,6.085132264908469984e-05
1.300000000000000000e+01,6.353609049611072329e-05
1.400000000000000000e+01,6.622305737491000494e-05
1.500000000000000000e+01,6.891628091549735469e-05
1.600000000000000000e+01,7.162012430391161448e-05
1.700000000000000000e+01,7.433910095237964224e-05
1.800000000000000000e+01,7.707780548042100376e-05
1.900000000000000000e+01,7.984089143147329642e-05
2.000000000000000000e+01,8.263307507218610438e-05
2.100000000000000000e+01,8.545915428886660464e-05
2.200000000000000000e+01,8.832403672112589931e-05
2.300000000000000000e+01,9.123277408446063053e-05
2.400000000000000000e+01,9.419060123080756240e-05
2.500000000000000000e+01,9.720297944278297674e-05
2.600000000000000000e+01,1.002756440528877746e-04
2.700000000000000000e+01,1.034146568884302298e-04
2.800000000000000000e+01,1.066314894485289640e-04
2.900000000000000000e+01,1.099598764347936857e-04
3.000000000000000000e+01,1.134122129853970101e-04
3.100000000000000000e+01,1.169875171124313765e-04
3.200000000000000000e+01,1.206888871732671219e-04
3.300000000000000000e+01,1.245393183384356712e-04
3.400000000000000000e+01,1.285348552127933502e-04
3.500000000000000000e+01,1.326927353074009417e-04
3.600000000000000000e+01,1.370256143718299503e-04
3.700000000000000000e+01,1.415258201612877185e-04
3.800000000000000000e+01,1.462084555676902275e-04
3.900000000000000000e+01,1.510785801460126025e-04
4.000000000000000000e+01,1.561400249522675260e-04
4.100000000000000000e+01,1.613949419275132076e-04
4.200000000000000000e+01,1.668440044757196305e-04
4.300000000000000000e+01,1.725049284995301376e-04
4.400000000000000000e+01,1.783852730216516536e-04
4.500000000000000000e+01,1.844815456878869239e-04
4.600000000000000000e+01,1.907860640059312238e-04
4.700000000000000000e+01,1.972858855479503232e-04
4.800000000000000000e+01,2.039906630073957331e-04
4.900000000000000000e+01,2.108890445413010332e-04
5.000000000000000000e+01,2.179536171859850499e-04
5.100000000000000000e+01,2.251476975565998621e-04
5.200000000000000000e+01,2.324638411143999724e-04
5.300000000000000000e+01,2.399285760571368172e-04
5.400000000000000000e+01,2.475136491671136598e-04
5.500000000000000000e+01,2.552120391454535840e-04
5.600000000000000000e+01,2.630572669849964200e-04
5.700000000000000000e+01,2.710253923461357654e-04
5.800000000000000000e+01,2.790867093200941475e-04
5.900000000000000000e+01,2.872051824294741544e-04
6.000000000000000000e+01,2.953379808422509066e-04
6.100000000000000000e+01,3.035392900261416884e-04
6.200000000000000000e+01,3.118116509706933114e-04
6.300000000000000000e+01,3.201417998582494818e-04
6.400000000000000000e+01,3.285399388646464340e-04
6.500000000000000000e+01,3.369948647073424245e-04
6.600000000000000000e+01,3.454953372378276408e-04
6.700000000000000000e+01,3.540237611863820684e-04
6.800000000000000000e+01,3.625387556876347867e-04
6.900000000000000000e+01,3.710235774309968452e-04
7.000000000000000000e+01,3.794588541506553137e-04
7.100000000000000000e+01,3.878224142628438785e-04
7.200000000000000000e+01,3.961722252256242032e-04
7.300000000000000000e+01,4.045356460055573992e-04
7.400000000000000000e+01,4.129250993092912266e-04
7.500000000000000000e+01,4.213576084664503725e-04
7.600000000000000000e+01,4.297456467237836157e-04
7.700000000000000000e+01,4.380534535654100449e-04
7.800000000000000000e+01,4.462712035791329725e-04
7.900000000000000000e+01,4.543909543363126575e-04
8.000000000000000000e+01,4.624070633860907211e-04
8.100000000000000000e+01,4.703170788733020851e-04
8.200000000000000000e+01,4.781682596667781579e-04
8.300000000000000000e+01,4.859804824651435800e-04
8.400000000000000000e+01,4.937734420874964700e-04
8.500000000000000000e+01,5.015712332202816549e-04
8.600000000000000000e+01,5.093321029384605255e-04
8.700000000000000000e+01,5.170209133884126271e-04
8.800000000000000000e+01,5.246445053965353858e-04
8.900000000000000000e+01,5.322122799380370585e-04
9.000000000000000000e+01,5.397210418410837169e-04
9.100000000000000000e+01,5.471681848522922222e-04
9.200000000000000000e+01,5.545721635330821790e-04
9.300000000000000000e+01,5.619591933292744689e-04
9.400000000000000000e+01,5.693413019136482796e-04
9.500000000000000000e+01,5.767329962666837813e-04
9.600000000000000000e+01,5.841296147388880125e-04
9.700000000000000000e+01,5.914774952826964494e-04
9.800000000000000000e+01,5.987780262812531125e-04
9.900000000000000000e+01,6.060339133933642696e-04
1.000000000000000000e+02,6.132492504939843431e-04
1.010000000000000000e+02,6.204295875152360381e-04
1.020000000000000000e+02,6.275816943819994848e-04
1.030000000000000000e+02,6.347080002726413882e-04
