4.000000000000000000e+00,7.232285571985051786e-02
5.000000000000000000e+00,8.364104733463881280e-02
6.000000000000000000e+00,9.115177945785682412e-02
7.000000000000000000e+00,9.709003810224108022e-02
8.000000000000000000e+00,1.023671048290751284e-01
9.000000000000000000e+00,1.073543215129849626e-01
1.000000000000000000e+01,1.122018454301956653e-01
1.100000000000000000e+01,1.169667934378508106e-01
1.200000000000000000e+01,1.216665729412473168e-01
1.300000000000000000e+01,1.263019400217928467e-01
1.400000000000000000e+01,1.308672541961501401e-01
1.500000000000000000e+01,1.353550863914968483e-01
1.600000000000000000e+01,1.397582504623130772e-01
1.700000000000000000e+01,1.440706321760119035e-01
1.800000000000000000e+01,1.482874527665926923e-01
1.900000000000000000e+01,1.524052707794155137e-01
2.000000000000000000e+01,1.564218696659691321e-01
2.100000000000000000e+01,1.603361031601457376e-01
2.200000000000000000e+01,1.641477332205817097e-01
2.300000000000000000e+01,1.678572766489483947e-01
2.400000000000000000e+01,1.714658670777346738e-01
2.500000000000000000e+01,1.749751343091903721e-01
2.600000000000000000e+01,1.783871006969223738e-01
2.700000000000000000e+01,1.817040932259859631e-01
2.800000000000000000e+01,1.849286695573694184e-01
2.900000000000000000e+01,1.880635562396500149e-01
3.000000000000000000e+01,1.911115973842872351e-01
3.100000000000000000e+01,1.940757122629310771e-01
3.200000000000000000e+01,1.969588604671507759e-01
3.300000000000000000e+01,1.997640134519409194e-01
3.400000000000000000e+01,2.024941314506056023e-01
3.500000000000000000e+01,2.051521448980739570e-01
3.600000000000000000e+01,2.077409396300584910e-01
3.700000000000000000e+01,2.102633452379787660e-01
3.800000000000000000e+01,2.127221260558427307e-01
3.900000000000000000e+01,2.151199743376461804e-01
4.000000000000000000e+01,2.174595052529825212e-01
4.100000000000000000e+01,2.197432533876836902e-01
4.200000000000000000e+01,2.219736704857962484e-01
4.300000000000000000e+01,2.241531242115208100e-01
4.400000000000000000e+01,2.262838977445847111e-01
4.500000000000000000e+01,2.283681900530138142e-01
4.600000000000000000e+01,2.304081167117600082e-01
4.700000000000000000e+01,2.324057111577373935e-01
4.800000000000000000e+01,2.343629262886169906e-01
4.900000000000000000e+01,2.362816363291231347e-01
5.000000000000000000e+01,2.381636389001254850e-01
5.100000000000000000e+01,2.400106572375093894e-01
5.200000000000000000e+01,2.418243425163723870e-01
5.300000000000000000e+01,2.436062762436915496e-01
5.400000000000000000e+01,2.453579726898192648e-01
5.500000000000000000e+01,2.470808813332243947e-01
5.600000000000000000e+01,2.487763892991250447e-01
5.700000000000000000e+01,2.504458237752285599e-01
5.800000000000000000e+01,2.520904543913619067e-01
5.900000000000000000e+01,2.537114955531906135e-01
6.000000000000000000e+01,2.553101087216355647e-01
6.100000000000000000e+01,2.568874046315039461e-01
6.200000000000000000e+01,2.584444454455738227e-01
6.300000000000000000e+01,2.599822468400836972e-01
6.400000000000000000e+01,2.615017800201204223e-01
6.500000000000000000e+01,2.630039736632194813e-01
6.600000000000000000e+01,2.644897157911728636e-01
6.700000000000000000e+01,2.659598555694826505e-01
6.800000000000000000e+01,2.674152050361094934e-01
6.900000000000000000e+01,2.688565407595491230e-01
7.000000000000000000e+01,2.702846054282092014e-01
7.100000000000000000e+01,2.717001093725338046e-01
7.200000000000000000e+01,2.731037320214154684e-01
7.300000000000000000e+01,2.744961232953568309e-01
7.400000000000000000e+01,2.758779049378350390e-01
7.500000000000000000e+01,2.772496717874329830e-01
7.600000000000000000e+01,2.786119929924935623e-01
7.700000000000000000e+01,2.799654131707819404e-01
7.800000000000000000e+01,2.813104535160877995e-01
7.900000000000000000e+01,2.826476128540273414e-01
8.000000000000000000e+01,2.839773686489151516e-01
8.100000000000000000e+01,2.853001779642713176e-01
8.200000000000000000e+01,2.866164783783118897e-01
8.300000000000000000e+01,2.879266888570350957e-01
8.400000000000000000e+01,2.892312105862681060e-01
8.500000000000000000e+01,2.905304277648849132e-01
8.600000000000000000e+01,2.918247083607719561e-01
8.700000000000000000e+01,2.931144048314173745e-01
8.800000000000000000e+01,2.943998548105743462e-01
8.900000000000000000e+01,2.956813817628346497e-01
9.000000000000000000e+01,2.969592956072923395e-01
9.100000000000000000e+01,2.982338933122089530e-01
9.200000000000000000e+01,2.995054594616184951e-01
9.300000000000000000e+01,3.007742667953451909e-01
9.400000000000000000e+01,3.020405767240955663e-01
9.500000000000000000e+01,3.033046398202128291e-01
9.600000000000000000e+01,3.045666962856608539e-01
9.700000000000000000e+01,3.058269763981807388e-01
9.800000000000000000e+01,3.070857009368405111e-01
9.900000000000000000e+01,3.083430815877000741e-01
1.000000000000000000e+02,3.095993213309009562e-01
1.010000000000000000e+02,3.108546148097537931e-01
1.020000000000000000e+02,3.121091486828421746e-01
1.030000000000000000e+02,3.133631019602071133e-01
1.040000000000000000e+02,3.146166463237279332e-01
1.050000000000000000e+02,3.158699464331723439e-01
1.060000000000000000e+02,3.171231602183032794e-01
1.070000000000000000e+02,3.183764391574736008e-01
1.080000000000000000e+02,3.196299285441868698e-01
1.090000000000000000e+02,3.208837677406419231e-01
1.100000000000000000e+02,3.221380904210335849e-01
1.110000000000000000e+02,3.233930248028536458e-01
1.120000000000000000e+02,3.246486938688590840e-01
1.130000000000000000e+02,3.259052155782385940e-01
1.140000000000000000e+02,3.271627030690803517e-01
1.150000000000000000e+02,3.284212648514076571e-01
1.160000000000000000e+02,3.296810049921459207e-01
1.170000000000000000e+02,3.309420232913207749e-01
1.180000000000000000e+02,3.322044154512764913e-01
1.190000000000000000e+02,3.334682732379172232e-01
1.200000000000000000e+02,3.347336846351559037e-01
1.210000000000000000e+02,3.360007339928605119e-01
1.220000000000000000e+02,3.372695021679524841e-01
1.230000000000000000e+02,3.385400666597013775e-01
1.240000000000000000e+02,3.398125017391952496e-01
1.250000000000000000e+02,3.410868785734079145e-01
1.260000000000000000e+02,3.423632653436520790e-01
1.270000000000000000e+02,3.436417273590609001e-01
1.280000000000000000e+02,3.449223271656903789e-01
1.290000000000000000e+02,3.462051246503359825e-01
1.300000000000000000e+02,3.474901771407185591e-01
1.310000000000000000e+02,3.487775395008690937e-01
1.320000000000000000e+02,3.500672642226545506e-01
1.330000000000000000e+02,3.513594015139269722e-01
1.340000000000000000e+02,3.526539993825574260e-01
1.350000000000000000e+02,3.539511037170516849e-01
